date;min_temp;max_temp
14.10.2024;24;29
15.10.2024;22;29
16.10.2024;23;29
17.10.2024;24;30
18.10.2024;24;28
19.10.2024;26;29
20.10.2024;25;30
21.10.2024;26;30
22.10.2024;25;31
23.10.2024;23;30
24.10.2024;26;30
25.10.2024;26;31
26.10.2024;25;30
27.10.2024;24;30
28.10.2024;24;31
29.10.2024;24;30
30.10.2024;23;29
31.10.2024;23;30
01.09.2024;20;28
02.09.2024;20;28
03.09.2024;21;29
04.09.2024;21;30
05.09.2024;21;29
06.09.2024;21;30
07.09.2024;22;29
08.09.2024;23;29
09.09.2024;23;29
10.09.2024;21;27
11.09.2024;21;28
12.09.2024;21;29
13.09.2024;20;29
14.09.2024;21;29
15.09.2024;21;29
16.09.2024;21;30
17.09.2024;22;29
18.09.2024;23;27
19.09.2024;22;29
20.09.2024;21;30
21.09.2024;21;30
22.09.2024;22;29
23.09.2024;21;30
24.09.2024;22;29
25.09.2024;22;29
26.09.2024;22;29
27.09.2024;22;28
28.09.2024;24;29
29.09.2024;24;29
30.09.2024;25;29
01.08.2024;21;28
02.08.2024;20;27
03.08.2024;21;28
04.08.2024;20;28
05.08.2024;21;28
06.08.2024;20;28
07.08.2024;21;27
08.08.2024;20;28
09.08.2024;22;29
10.08.2024;19;29
11.08.2024;21;28
12.08.2024;22;29
13.08.2024;21;29
14.08.2024;22;29
15.08.2024;21;29
16.08.2024;21;29
17.08.2024;20;29
18.08.2024;20;30
19.08.2024;21;29
20.08.2024;22;28
21.08.2024;21;30
22.08.2024;23;29
23.08.2024;22;28
24.08.2024;22;30
25.08.2024;21;29
26.08.2024;20;29
27.08.2024;21;30
28.08.2024;21;27
29.08.2024;21;29
30.08.2024;21;28
31.08.2024;20;29
01.07.2024;22;28
02.07.2024;22;27
03.07.2024;22;25
04.07.2024;21;27
05.07.2024;22;28
06.07.2024;22;27
07.07.2024;23;29
08.07.2024;21;29
09.07.2024;21;29
10.07.2024;24;28
11.07.2024;21;28
12.07.2024;22;27
13.07.2024;21;28
14.07.2024;21;27
15.07.2024;21;28
16.07.2024;20;29
17.07.2024;20;29
18.07.2024;22;27
19.07.2024;21;29
20.07.2024;20;29
21.07.2024;20;28
22.07.2024;21;28
23.07.2024;21;28
24.07.2024;20;28
25.07.2024;21;29
26.07.2024;22;28
27.07.2024;21;26
28.07.2024;24;25
29.07.2024;23;28
30.07.2024;22;29
31.07.2024;23;30
01.06.2024;24;30
02.06.2024;24;30
03.06.2024;24;30
04.06.2024;24;26
05.06.2024;24;30
06.06.2024;24;30
07.06.2024;23;30
08.06.2024;24;30
09.06.2024;24;30
10.06.2024;22;30
11.06.2024;22;30
12.06.2024;24;29
13.06.2024;22;30
14.06.2024;23;30
15.06.2024;23;29
16.06.2024;21;24
17.06.2024;22;29
18.06.2024;22;28
19.06.2024;23;28
20.06.2024;22;28
21.06.2024;22;29
22.06.2024;23;26
23.06.2024;23;28
24.06.2024;22;29
25.06.2024;24;29
26.06.2024;22;29
27.06.2024;22;29
28.06.2024;22;29
29.06.2024;21;30
30.06.2024;21;29
01.05.2024;25;30
02.05.2024;25;32
03.05.2024;24;31
04.05.2024;25;31
05.05.2024;25;32
06.05.2024;24;33
07.05.2024;24;31
08.05.2024;24;31
09.05.2024;25;31
10.05.2024;25;31
11.05.2024;24;30
12.05.2024;25;30
13.05.2024;24;31
14.05.2024;25;32
15.05.2024;25;31
16.05.2024;24;31
17.05.2024;24;25
18.05.2024;24;31
19.05.2024;24;31
20.05.2024;24;31
21.05.2024;24;32
22.05.2024;24;31
23.05.2024;24;26
24.05.2024;23;29
25.05.2024;24;30
26.05.2024;24;29
27.05.2024;23;31
28.05.2024;24;26
29.05.2024;24;29
30.05.2024;24;26
31.05.2024;24;31
01.04.2024;24;32
02.04.2024;25;32
03.04.2024;26;32
04.04.2024;26;33
05.04.2024;25;32
06.04.2024;26;33
07.04.2024;25;33
08.04.2024;24;31
09.04.2024;25;32
10.04.2024;24;30
11.04.2024;25;32
12.04.2024;26;32
13.04.2024;25;32
14.04.2024;25;32
15.04.2024;26;33
16.04.2024;25;27
17.04.2024;24;32
18.04.2024;26;31
19.04.2024;26;32
20.04.2024;24;26
21.04.2024;24;31
22.04.2024;25;32
23.04.2024;25;32
24.04.2024;25;32
25.04.2024;24;32
26.04.2024;25;28
27.04.2024;25;32
28.04.2024;25;27
29.04.2024;24;26
30.04.2024;24;31
01.03.2024;25;31
02.03.2024;25;33
03.03.2024;26;32
04.03.2024;24;32
05.03.2024;25;28
06.03.2024;25;32
07.03.2024;26;32
08.03.2024;24;30
09.03.2024;24;32
10.03.2024;25;32
11.03.2024;25;32
12.03.2024;26;32
13.03.2024;26;32
14.03.2024;26;32
15.03.2024;26;32
16.03.2024;25;31
17.03.2024;26;32
18.03.2024;26;32
19.03.2024;26;33
20.03.2024;26;33
21.03.2024;25;32
22.03.2024;26;32
23.03.2024;26;32
24.03.2024;25;33
25.03.2024;25;33
26.03.2024;26;32
27.03.2024;24;29
28.03.2024;24;33
29.03.2024;26;31
30.03.2024;25;30
31.03.2024;24;30
01.02.2024;24;31
02.02.2024;24;32
03.02.2024;25;31
04.02.2024;24;31
05.02.2024;25;31
06.02.2024;25;32
07.02.2024;26;32
08.02.2024;26;32
09.02.2024;28;32
10.02.2024;28;30
11.02.2024;25;32
12.02.2024;24;32
13.02.2024;25;31
14.02.2024;25;32
15.02.2024;25;30
16.02.2024;24;31
17.02.2024;25;32
18.02.2024;26;32
19.02.2024;27;32
20.02.2024;25;32
21.02.2024;25;31
22.02.2024;25;31
23.02.2024;25;31
24.02.2024;25;32
25.02.2024;25;32
26.02.2024;24;30
27.02.2024;25;29
28.02.2024;24;30
29.02.2024;25;31
01.01.2024;23;30
02.01.2024;24;29
03.01.2024;24;30
04.01.2024;27;31
05.01.2024;25;31
06.01.2024;25;31
07.01.2024;25;31
08.01.2024;25;31
09.01.2024;26;31
10.01.2024;25;31
11.01.2024;26;28
12.01.2024;24;29
13.01.2024;26;30
14.01.2024;27;30
15.01.2024;25;31
16.01.2024;25;31
17.01.2024;24;32
18.01.2024;24;31
19.01.2024;25;32
20.01.2024;25;31
21.01.2024;26;32
22.01.2024;27;32
23.01.2024;28;32
24.01.2024;26;30
25.01.2024;25;30
26.01.2024;27;31
27.01.2024;27;31
28.01.2024;27;31
29.01.2024;25;30
30.01.2024;25;31
31.01.2024;24;31
01.12.2023;25;30
02.12.2023;24;31
03.12.2023;24;31
04.12.2023;30;31
05.12.2023;26;30
06.12.2023;24;31
07.12.2023;26;31
08.12.2023;26;30
09.12.2023;27;30
10.12.2023;26;30
11.12.2023;25;30
12.12.2023;25;31
13.12.2023;26;31
14.12.2023;23;30
15.12.2023;24;28
16.12.2023;24;30
17.12.2023;24;30
18.12.2023;25;30
19.12.2023;26;29
20.12.2023;26;28
21.12.2023;25;30
22.12.2023;24;30
23.12.2023;24;30
24.12.2023;24;30
25.12.2023;25;30
26.12.2023;25;30
27.12.2023;25;31
28.12.2023;24;32
29.12.2023;23;31
30.12.2023;24;31
31.12.2023;25;31
01.11.2023;24;31
02.11.2023;25;29
03.11.2023;26;30
04.11.2023;26;30
05.11.2023;26;30
06.11.2023;25;30
07.11.2023;24;31
08.11.2023;24;31
09.11.2023;23;31
10.11.2023;26;30
11.11.2023;25;30
12.11.2023;22;31
13.11.2023;23;30
14.11.2023;26;30
15.11.2023;26;31
16.11.2023;26;31
17.11.2023;24;31
18.11.2023;26;31
19.11.2023;26;30
20.11.2023;26;30
21.11.2023;26;30
22.11.2023;26;30
23.11.2023;26;30
24.11.2023;24;31
25.11.2023;24;31
26.11.2023;24;30
27.11.2023;24;27
28.11.2023;23;27
29.11.2023;22;31
30.11.2023;24;31
01.10.2023;23;30
02.10.2023;22;30
03.10.2023;24;29
04.10.2023;24;30
05.10.2023;23;30
06.10.2023;24;30
07.10.2023;23;30
08.10.2023;24;31
09.10.2023;24;30
10.10.2023;24;30
11.10.2023;24;30
12.10.2023;24;31
13.10.2023;25;31
14.10.2023;26;30
15.10.2023;24;30
16.10.2023;23;30
17.10.2023;21;31
18.10.2023;22;30
19.10.2023;24;29
20.10.2023;25;29
21.10.2023;25;30
22.10.2023;24;31
23.10.2023;24;29
24.10.2023;23;30
25.10.2023;22;30
26.10.2023;23;30
27.10.2023;24;30
28.10.2023;26;31
29.10.2023;26;31
30.10.2023;23;30
31.10.2023;23;31
01.09.2023;21;30
02.09.2023;22;30
03.09.2023;22;29
04.09.2023;22;29
05.09.2023;23;30
06.09.2023;21;29
07.09.2023;21;30
08.09.2023;22;28
09.09.2023;21;28
10.09.2023;22;28
11.09.2023;22;30
12.09.2023;22;29
13.09.2023;23;29
14.09.2023;22;27
15.09.2023;22;29
16.09.2023;22;30
17.09.2023;22;30
18.09.2023;22;29
19.09.2023;23;27
20.09.2023;24;30
21.09.2023;22;29
22.09.2023;22;30
23.09.2023;24;30
24.09.2023;24;29
25.09.2023;23;29
26.09.2023;25;29
27.09.2023;24;29
28.09.2023;22;29
29.09.2023;21;29
30.09.2023;24;30
01.08.2023;21;29
02.08.2023;22;29
03.08.2023;22;29
04.08.2023;21;29
05.08.2023;22;29
06.08.2023;22;30
07.08.2023;22;28
08.08.2023;22;28
09.08.2023;23;24
10.08.2023;22;28
11.08.2023;21;29
12.08.2023;21;28
13.08.2023;22;29
14.08.2023;22;27
15.08.2023;21;28
16.08.2023;21;29
17.08.2023;21;29
18.08.2023;21;30
19.08.2023;23;27
20.08.2023;22;28
21.08.2023;24;29
22.08.2023;23;28
23.08.2023;23;29
24.08.2023;22;30
25.08.2023;22;30
26.08.2023;21;28
27.08.2023;24;30
28.08.2023;23;30
29.08.2023;23;29
30.08.2023;23;30
31.08.2023;22;30
01.07.2023;22;29
02.07.2023;23;29
03.07.2023;23;30
04.07.2023;23;27
05.07.2023;22;30
06.07.2023;22;26
07.07.2023;23;29
08.07.2023;23;29
09.07.2023;23;29
10.07.2023;23;29
11.07.2023;22;30
12.07.2023;22;28
13.07.2023;22;30
14.07.2023;21;30
15.07.2023;23;30
16.07.2023;23;29
17.07.2023;22;28
18.07.2023;22;26
19.07.2023;23;29
20.07.2023;21;29
21.07.2023;22;29
22.07.2023;22;30
23.07.2023;21;29
24.07.2023;22;29
25.07.2023;21;29
26.07.2023;22;29
27.07.2023;23;29
28.07.2023;23;29
29.07.2023;22;30
30.07.2023;23;28
31.07.2023;22;29
01.06.2023;24;30
02.06.2023;23;30
03.06.2023;23;30
04.06.2023;23;32
05.06.2023;23;30
06.06.2023;22;31
07.06.2023;24;30
08.06.2023;24;30
09.06.2023;23;26
10.06.2023;23;30
11.06.2023;23;26
12.06.2023;23;28
13.06.2023;23;30
14.06.2023;23;30
15.06.2023;23;29
16.06.2023;24;27
17.06.2023;23;28
18.06.2023;24;27
19.06.2023;23;30
20.06.2023;23;30
21.06.2023;22;30
22.06.2023;22;29
23.06.2023;22;30
24.06.2023;23;30
25.06.2023;22;30
26.06.2023;22;30
27.06.2023;22;29
28.06.2023;23;25
29.06.2023;22;30
30.06.2023;23;28
01.05.2023;23;30
02.05.2023;23;30
03.05.2023;24;29
04.05.2023;24;30
05.05.2023;25;31
06.05.2023;24;31
07.05.2023;23;31
08.05.2023;24;31
09.05.2023;23;30
10.05.2023;24;31
11.05.2023;24;31
12.05.2023;25;29
13.05.2023;27;31
14.05.2023;26;31
15.05.2023;25;31
16.05.2023;23;31
17.05.2023;24;30
18.05.2023;24;30
19.05.2023;24;28
20.05.2023;24;31
21.05.2023;24;30
22.05.2023;23;31
23.05.2023;25;30
24.05.2023;24;40
25.05.2023;24;29
26.05.2023;24;30
27.05.2023;23;30
28.05.2023;24;30
29.05.2023;24;29
30.05.2023;24;30
31.05.2023;24;30
01.04.2023;23;30
02.04.2023;23;31
03.04.2023;24;30
04.04.2023;24;31
05.04.2023;22;26
06.04.2023;23;29
07.04.2023;22;30
08.04.2023;24;29
09.04.2023;23;30
10.04.2023;24;30
11.04.2023;23;30
12.04.2023;22;30
13.04.2023;24;29
14.04.2023;23;29
15.04.2023;24;29
16.04.2023;24;29
17.04.2023;23;30
18.04.2023;24;30
19.04.2023;24;30
20.04.2023;24;30
21.04.2023;23;30
22.04.2023;23;31
23.04.2023;24;30
24.04.2023;23;31
25.04.2023;24;30
26.04.2023;23;30
27.04.2023;24;30
28.04.2023;24;30
29.04.2023;24;30
30.04.2023;24;29
01.03.2023;23;31
02.03.2023;24;28
03.03.2023;23;29
04.03.2023;24;30
05.03.2023;24;30
06.03.2023;24;30
07.03.2023;26;30
08.03.2023;23;30
09.03.2023;23;30
10.03.2023;23;29
11.03.2023;23;31
12.03.2023;23;31
13.03.2023;24;31
14.03.2023;24;30
15.03.2023;24;28
16.03.2023;23;26
17.03.2023;23;29
18.03.2023;23;25
19.03.2023;22;27
20.03.2023;23;31
21.03.2023;24;30
22.03.2023;22;29
23.03.2023;23;30
24.03.2023;23;30
25.03.2023;23;27
26.03.2023;22;29
27.03.2023;22;29
28.03.2023;23;30
29.03.2023;24;28
30.03.2023;23;28
31.03.2023;23;30
01.02.2023;24;30
02.02.2023;25;31
03.02.2023;24;30
04.02.2023;24;30
05.02.2023;24;30
06.02.2023;24;31
07.02.2023;22;29
08.02.2023;22;31
09.02.2023;23;30
10.02.2023;24;30
11.02.2023;22;30
12.02.2023;23;31
13.02.2023;25;31
14.02.2023;25;30
15.02.2023;25;31
16.02.2023;27;30
17.02.2023;24;30
18.02.2023;26;30
19.02.2023;25;31
20.02.2023;25;30
21.02.2023;25;31
22.02.2023;24;29
23.02.2023;24;31
24.02.2023;24;30
25.02.2023;23;29
26.02.2023;25;30
27.02.2023;26;30
28.02.2023;24;31
01.01.2023;22;29
02.01.2023;24;29
03.01.2023;24;29
04.01.2023;23;30
05.01.2023;23;30
06.01.2023;23;30
07.01.2023;23;30
08.01.2023;24;29
09.01.2023;24;29
10.01.2023;24;29
11.01.2023;25;30
12.01.2023;23;30
13.01.2023;24;30
14.01.2023;24;30
15.01.2023;25;30
16.01.2023;23;29
17.01.2023;22;29
18.01.2023;22;28
19.01.2023;23;29
20.01.2023;23;29
21.01.2023;23;30
22.01.2023;24;29
23.01.2023;25;30
24.01.2023;25;29
25.01.2023;23;30
26.01.2023;23;29
27.01.2023;23;30
28.01.2023;26;26
30.01.2023;26;27
31.01.2023;23;30
01.12.2022;24;28
02.12.2022;24;30
03.12.2022;23;29
04.12.2022;22;29
05.12.2022;24;28
06.12.2022;25;30
07.12.2022;23;30
08.12.2022;23;30
09.12.2022;25;30
10.12.2022;24;30
11.12.2022;24;29
12.12.2022;24;30
13.12.2022;23;30
14.12.2022;25;30
15.12.2022;25;29
16.12.2022;24;30
17.12.2022;26;30
18.12.2022;24;30
19.12.2022;25;29
20.12.2022;24;30
21.12.2022;25;30
22.12.2022;26;29
23.12.2022;25;30
24.12.2022;26;29
25.12.2022;23;29
26.12.2022;23;30
27.12.2022;23;30
28.12.2022;22;30
29.12.2022;23;29
30.12.2022;23;29
31.12.2022;23;30
01.11.2022;24;29
02.11.2022;22;30
03.11.2022;24;29
04.11.2022;24;29
05.11.2022;23;30
06.11.2022;25;30
07.11.2022;25;29
08.11.2022;23;30
09.11.2022;23;30
10.11.2022;23;30
11.11.2022;25;30
12.11.2022;24;30
13.11.2022;24;29
14.11.2022;24;29
15.11.2022;25;29
16.11.2022;24;29
17.11.2022;24;29
18.11.2022;23;29
19.11.2022;24;29
20.11.2022;24;30
21.11.2022;22;30
22.11.2022;23;29
23.11.2022;24;30
24.11.2022;23;30
25.11.2022;25;30
26.11.2022;25;30
27.11.2022;25;30
28.11.2022;25;30
29.11.2022;24;30
30.11.2022;24;29
01.10.2022;24;31
02.10.2022;23;31
03.10.2022;23;31
04.10.2022;24;26
05.10.2022;24;31
06.10.2022;25;31
07.10.2022;25;31
08.10.2022;22;29
09.10.2022;23;28
10.10.2022;24;28
11.10.2022;22;29
12.10.2022;22;30
13.10.2022;23;30
14.10.2022;22;30
15.10.2022;22;30
16.10.2022;22;29
17.10.2022;24;29
18.10.2022;24;29
19.10.2022;24;29
20.10.2022;24;30
21.10.2022;22;29
22.10.2022;25;29
23.10.2022;24;29
24.10.2022;25;29
25.10.2022;25;28
26.10.2022;24;29
27.10.2022;24;30
28.10.2022;24;30
29.10.2022;24;29
30.10.2022;23;30
31.10.2022;22;30
01.09.2022;23;30
02.09.2022;22;31
03.09.2022;23;30
04.09.2022;24;27
05.09.2022;23;30
06.09.2022;23;30
07.09.2022;22;30
08.09.2022;21;30
09.09.2022;22;30
10.09.2022;22;30
11.09.2022;23;30
12.09.2022;24;30
13.09.2022;23;30
14.09.2022;24;30
15.09.2022;25;32
16.09.2022;23;30
17.09.2022;23;31
18.09.2022;24;30
19.09.2022;23;31
20.09.2022;23;31
21.09.2022;23;31
22.09.2022;26;31
23.09.2022;24;31
24.09.2022;26;31
25.09.2022;24;30
26.09.2022;24;30
27.09.2022;23;30
28.09.2022;22;30
29.09.2022;23;31
30.09.2022;23;32
01.08.2022;23;30
02.08.2022;24;27
03.08.2022;24;29
04.08.2022;24;29
05.08.2022;24;28
06.08.2022;22;30
07.08.2022;24;29
08.08.2022;22;30
09.08.2022;23;30
10.08.2022;22;31
11.08.2022;22;30
12.08.2022;23;31
13.08.2022;24;31
14.08.2022;22;30
15.08.2022;21;30
16.08.2022;21;30
17.08.2022;22;30
18.08.2022;22;30
19.08.2022;22;30
20.08.2022;22;30
21.08.2022;23;31
22.08.2022;22;28
23.08.2022;23;25
24.08.2022;23;30
25.08.2022;22;30
26.08.2022;22;30
27.08.2022;23;28
28.08.2022;22;30
29.08.2022;23;31
30.08.2022;22;30
31.08.2022;22;30
01.07.2022;23;31
02.07.2022;25;29
03.07.2022;22;26
04.07.2022;23;30
05.07.2022;23;30
06.07.2022;23;31
07.07.2022;24;29
08.07.2022;23;27
09.07.2022;23;29
10.07.2022;23;30
11.07.2022;23;29
12.07.2022;23;31
13.07.2022;24;29
14.07.2022;23;30
15.07.2022;23;28
16.07.2022;24;29
17.07.2022;23;29
18.07.2022;22;30
19.07.2022;24;29
20.07.2022;22;30
21.07.2022;23;29
22.07.2022;23;29
23.07.2022;23;31
24.07.2022;24;28
25.07.2022;22;30
26.07.2022;22;30
27.07.2022;23;30
28.07.2022;22;30
29.07.2022;23;29
30.07.2022;26;28
31.07.2022;23;27
01.06.2022;24;28
04.06.2022;24;29
05.06.2022;24;27
06.06.2022;23;30
07.06.2022;24;31
08.06.2022;23;31
09.06.2022;25;28
10.06.2022;24;30
11.06.2022;24;31
12.06.2022;24;31
13.06.2022;23;31
14.06.2022;23;31
15.06.2022;22;31
16.06.2022;22;31
17.06.2022;22;30
18.06.2022;23;32
19.06.2022;24;31
20.06.2022;24;27
21.06.2022;24;31
22.06.2022;23;24
23.06.2022;23;30
24.06.2022;24;30
25.06.2022;22;30
26.06.2022;23;31
27.06.2022;23;28
28.06.2022;23;29
29.06.2022;23;25
30.06.2022;23;31
01.05.2022;26;30
02.05.2022;24;30
03.05.2022;25;31
04.05.2022;25;29
05.05.2022;25;27
06.05.2022;24;30
07.05.2022;24;29
08.05.2022;24;30
09.05.2022;24;30
10.05.2022;24;30
11.05.2022;24;28
12.05.2022;24;30
13.05.2022;24;26
14.05.2022;24;29
15.05.2022;25;30
16.05.2022;24;30
17.05.2022;24;30
18.05.2022;24;31
19.05.2022;24;32
20.05.2022;25;31
21.05.2022;24;31
22.05.2022;23;29
23.05.2022;23;26
24.05.2022;23;29
25.05.2022;23;29
26.05.2022;23;30
27.05.2022;23;27
28.05.2022;24;29
29.05.2022;22;30
30.05.2022;23;30
31.05.2022;24;29
01.04.2022;25;32
02.04.2022;24;30
03.04.2022;24;29
04.04.2022;24;31
05.04.2022;24;31
06.04.2022;25;29
07.04.2022;24;30
08.04.2022;25;31
09.04.2022;25;32
10.04.2022;25;30
11.04.2022;25;30
12.04.2022;23;31
13.04.2022;24;31
14.04.2022;24;31
15.04.2022;26;31
16.04.2022;26;32
17.04.2022;25;30
18.04.2022;25;30
19.04.2022;23;31
20.04.2022;25;32
21.04.2022;24;31
22.04.2022;24;25
23.04.2022;24;24
24.04.2022;23;30
25.04.2022;24;31
26.04.2022;24;31
27.04.2022;24;30
28.04.2022;24;31
29.04.2022;26;30
30.04.2022;23;31
01.03.2022;25;33
02.03.2022;24;31
03.03.2022;26;32
04.03.2022;26;32
05.03.2022;24;30
06.03.2022;23;30
07.03.2022;23;30
08.03.2022;24;31
09.03.2022;25;32
10.03.2022;26;32
11.03.2022;25;31
12.03.2022;25;30
13.03.2022;24;31
14.03.2022;25;29
15.03.2022;25;30
16.03.2022;25;29
17.03.2022;24;31
18.03.2022;25;32
19.03.2022;24;28
20.03.2022;24;29
21.03.2022;24;29
22.03.2022;24;27
23.03.2022;24;31
24.03.2022;24;30
25.03.2022;27;30
26.03.2022;24;29
27.03.2022;24;30
28.03.2022;25;31
29.03.2022;25;31
30.03.2022;25;29
31.03.2022;25;32
01.02.2022;24;32
02.02.2022;25;31
03.02.2022;28;32
04.02.2022;27;31
05.02.2022;24;31
06.02.2022;24;31
07.02.2022;24;31
08.02.2022;24;31
09.02.2022;25;31
10.02.2022;24;31
11.02.2022;25;30
12.02.2022;25;31
13.02.2022;26;31
14.02.2022;26;30
15.02.2022;26;31
16.02.2022;24;31
17.02.2022;24;31
18.02.2022;25;30
19.02.2022;25;31
20.02.2022;25;30
21.02.2022;24;31
22.02.2022;26;31
23.02.2022;25;31
24.02.2022;27;32
25.02.2022;27;31
26.02.2022;26;31
27.02.2022;24;32
28.02.2022;27;32
01.01.2022;27;30
02.01.2022;27;32
03.01.2022;26;31
04.01.2022;26;31
05.01.2022;24;30
06.01.2022;28;28
07.01.2022;26;30
08.01.2022;26;30
09.01.2022;25;32
10.01.2022;24;31
11.01.2022;25;30
12.01.2022;25;31
13.01.2022;25;31
14.01.2022;24;31
15.01.2022;24;29
16.01.2022;24;30
17.01.2022;25;31
18.01.2022;27;31
19.01.2022;24;31
20.01.2022;25;32
21.01.2022;25;31
22.01.2022;25;31
23.01.2022;24;31
24.01.2022;24;32
25.01.2022;24;31
26.01.2022;25;33
27.01.2022;23;28
28.01.2022;23;30
29.01.2022;22;29
30.01.2022;25;31
31.01.2022;26;31
01.12.2021;26;31
02.12.2021;26;32
03.12.2021;27;31
04.12.2021;26;31
05.12.2021;27;32
06.12.2021;25;30
07.12.2021;24;30
08.12.2021;26;31
09.12.2021;27;31
10.12.2021;26;31
11.12.2021;27;31
12.12.2021;27;30
13.12.2021;27;31
14.12.2021;27;30
15.12.2021;26;30
16.12.2021;27;31
17.12.2021;26;31
18.12.2021;26;31
19.12.2021;27;32
20.12.2021;26;31
21.12.2021;27;31
22.12.2021;26;30
23.12.2021;25;31
24.12.2021;26;32
25.12.2021;26;31
26.12.2021;27;30
27.12.2021;25;30
28.12.2021;27;30
29.12.2021;24;31
30.12.2021;25;31
31.12.2021;25;30
01.11.2021;26;30
02.11.2021;25;31
03.11.2021;26;31
04.11.2021;26;31
05.11.2021;26;31
06.11.2021;26;31
07.11.2021;27;32
08.11.2021;26;31
09.11.2021;26;31
10.11.2021;24;30
11.11.2021;25;31
12.11.2021;24;30
13.11.2021;25;31
14.11.2021;27;31
15.11.2021;26;30
16.11.2021;26;32
17.11.2021;24;29
18.11.2021;24;31
19.11.2021;26;31
20.11.2021;27;30
21.11.2021;24;31
22.11.2021;26;31
23.11.2021;25;31
24.11.2021;26;31
25.11.2021;26;32
26.11.2021;27;31
27.11.2021;27;31
28.11.2021;26;31
29.11.2021;27;30
30.11.2021;27;32
01.10.2021;24;30
02.10.2021;26;30
03.10.2021;25;30
04.10.2021;25;31
05.10.2021;24;30
06.10.2021;24;31
07.10.2021;23;30
08.10.2021;26;31
09.10.2021;26;30
