date;min_temp;max_temp
21.11.2024;15;21
22.11.2024;16;19
23.11.2024;15;20
24.11.2024;12;21
25.11.2024;11;26
26.11.2024;16;30
27.11.2024;18;32
28.11.2024;19;23
29.11.2024;18;27
30.11.2024;19;26
01.10.2024;16;33
02.10.2024;17;22
03.10.2024;10;17
04.10.2024;10;15
05.10.2024;11;21
06.10.2024;14;18
07.10.2024;12;21
08.10.2024;12;25
09.10.2024;14;17
10.10.2024;16;18
11.10.2024;17;19
12.10.2024;13;25
13.10.2024;12;19
14.10.2024;13;17
15.10.2024;14;21
16.10.2024;14;27
17.10.2024;15;28
18.10.2024;16;26
19.10.2024;13;16
20.10.2024;13;18
21.10.2024;15;23
22.10.2024;17;30
23.10.2024;17;26
24.10.2024;17;28
25.10.2024;18;29
26.10.2024;15;26
27.10.2024;13;18
28.10.2024;14;23
29.10.2024;15;23
30.10.2024;15;23
31.10.2024;15;21
01.09.2024;12;29
02.09.2024;12;27
03.09.2024;13;31
04.09.2024;12;30
05.09.2024;10;20
06.09.2024;10;17
07.09.2024;14;31
08.09.2024;13;33
09.09.2024;13;32
10.09.2024;15;31
11.09.2024;14;31
12.09.2024;13;31
13.09.2024;15;30
14.09.2024;15;23
15.09.2024;11;13
16.09.2024;11;14
17.09.2024;11;15
18.09.2024;11;17
19.09.2024;14;17
20.09.2024;14;27
21.09.2024;14;25
22.09.2024;13;28
23.09.2024;15;31
24.09.2024;14;31
25.09.2024;13;33
26.09.2024;16;33
27.09.2024;13;24
28.09.2024;12;20
29.09.2024;11;26
30.09.2024;14;29
01.08.2024;13;22
02.08.2024;13;24
03.08.2024;11;25
04.08.2024;12;27
05.08.2024;13;26
06.08.2024;12;27
07.08.2024;14;27
08.08.2024;14;21
09.08.2024;9;16
10.08.2024;2;15
11.08.2024;2;19
12.08.2024;6;14
13.08.2024;-1;13
14.08.2024;0;23
15.08.2024;4;26
16.08.2024;9;29
17.08.2024;11;30
18.08.2024;12;31
19.08.2024;11;31
20.08.2024;12;27
21.08.2024;15;23
22.08.2024;13;30
23.08.2024;13;22
24.08.2024;9;11
25.08.2024;6;13
26.08.2024;1;16
27.08.2024;1;17
28.08.2024;5;18
29.08.2024;10;26
30.08.2024;9;29
31.08.2024;13;28
01.07.2024;7;19
02.07.2024;4;22
03.07.2024;9;25
04.07.2024;12;26
05.07.2024;10;26
06.07.2024;9;14
07.07.2024;10;17
08.07.2024;10;11
09.07.2024;9;10
10.07.2024;9;15
11.07.2024;10;18
12.07.2024;9;16
13.07.2024;8;13
14.07.2024;11;14
15.07.2024;11;13
16.07.2024;12;16
17.07.2024;10;22
18.07.2024;9;22
19.07.2024;10;21
20.07.2024;5;21
21.07.2024;5;23
22.07.2024;7;23
23.07.2024;5;24
24.07.2024;8;23
25.07.2024;7;25
26.07.2024;10;24
27.07.2024;11;25
28.07.2024;10;25
29.07.2024;10;16
30.07.2024;9;11
31.07.2024;11;16
01.06.2024;11;22
02.06.2024;12;23
03.06.2024;13;24
04.06.2024;10;14
05.06.2024;11;22
06.06.2024;9;25
07.06.2024;9;25
08.06.2024;10;24
09.06.2024;10;25
10.06.2024;11;26
11.06.2024;12;26
12.06.2024;11;24
13.06.2024;9;25
14.06.2024;13;26
15.06.2024;13;27
16.06.2024;13;26
17.06.2024;15;23
18.06.2024;15;24
19.06.2024;12;26
20.06.2024;13;23
21.06.2024;14;24
22.06.2024;11;24
23.06.2024;13;27
24.06.2024;15;25
25.06.2024;11;12
26.06.2024;12;21
27.06.2024;11;21
28.06.2024;11;23
29.06.2024;9;18
30.06.2024;2;16
01.05.2024;17;30
02.05.2024;18;29
03.05.2024;17;27
04.05.2024;18;29
05.05.2024;17;29
06.05.2024;16;28
07.05.2024;15;29
08.05.2024;17;28
09.05.2024;17;26
10.05.2024;16;26
11.05.2024;16;27
12.05.2024;17;28
13.05.2024;17;27
14.05.2024;12;16
15.05.2024;12;15
16.05.2024;14;23
17.05.2024;16;27
18.05.2024;14;19
19.05.2024;12;17
20.05.2024;14;22
21.05.2024;13;22
22.05.2024;13;26
23.05.2024;13;27
24.05.2024;15;20
25.05.2024;10;16
26.05.2024;9;12
27.05.2024;12;16
28.05.2024;9;15
29.05.2024;5;17
30.05.2024;3;18
31.05.2024;8;17
01.04.2024;16;25
02.04.2024;18;29
03.04.2024;19;28
04.04.2024;20;31
05.04.2024;19;30
06.04.2024;15;19
07.04.2024;16;21
08.04.2024;17;21
09.04.2024;17;24
10.04.2024;17;26
11.04.2024;16;24
12.04.2024;18;24
13.04.2024;16;23
14.04.2024;18;20
15.04.2024;18;22
16.04.2024;19;26
17.04.2024;15;24
18.04.2024;11;22
19.04.2024;8;20
20.04.2024;9;23
21.04.2024;14;26
22.04.2024;12;27
23.04.2024;17;27
24.04.2024;17;26
25.04.2024;16;19
26.04.2024;16;25
27.04.2024;17;29
28.04.2024;19;28
29.04.2024;19;28
30.04.2024;18;29
01.03.2024;19;27
02.03.2024;18;25
03.03.2024;19;30
04.03.2024;18;28
05.03.2024;17;23
06.03.2024;17;21
07.03.2024;18;23
08.03.2024;19;23
09.03.2024;21;29
10.03.2024;19;28
11.03.2024;17;25
12.03.2024;15;27
13.03.2024;15;31
14.03.2024;19;31
15.03.2024;21;33
16.03.2024;23;33
17.03.2024;21;27
18.03.2024;19;29
19.03.2024;20;30
20.03.2024;20;30
21.03.2024;19;32
22.03.2024;15;27
23.03.2024;14;18
24.03.2024;15;21
25.03.2024;17;25
26.03.2024;16;21
27.03.2024;14;24
28.03.2024;14;25
29.03.2024;13;25
30.03.2024;17;27
31.03.2024;17;28
01.02.2024;18;26
02.02.2024;18;25
03.02.2024;16;28
04.02.2024;17;28
05.02.2024;15;29
06.02.2024;17;31
07.02.2024;19;31
08.02.2024;20;30
09.02.2024;18;29
10.02.2024;18;28
11.02.2024;17;30
12.02.2024;20;30
13.02.2024;21;32
14.02.2024;17;21
15.02.2024;16;19
16.02.2024;16;21
17.02.2024;17;25
18.02.2024;16;22
19.02.2024;18;28
20.02.2024;17;23
21.02.2024;17;24
22.02.2024;18;24
23.02.2024;19;28
24.02.2024;19;31
25.02.2024;19;27
26.02.2024;19;24
27.02.2024;19;28
28.02.2024;20;30
29.02.2024;19;29
01.01.2024;16;25
02.01.2024;16;26
03.01.2024;17;26
04.01.2024;16;25
05.01.2024;16;25
06.01.2024;17;26
07.01.2024;18;32
08.01.2024;19;34
09.01.2024;19;32
10.01.2024;19;32
11.01.2024;20;30
12.01.2024;18;24
13.01.2024;16;21
14.01.2024;16;30
15.01.2024;19;31
16.01.2024;20;32
17.01.2024;20;28
18.01.2024;19;28
19.01.2024;21;30
20.01.2024;20;28
21.01.2024;17;26
22.01.2024;16;20
23.01.2024;15;18
24.01.2024;15;18
25.01.2024;14;17
26.01.2024;13;21
27.01.2024;15;22
28.01.2024;15;26
29.01.2024;15;27
30.01.2024;16;30
31.01.2024;18;29
01.12.2023;19;31
02.12.2023;20;34
03.12.2023;20;32
04.12.2023;25;25
05.12.2023;19;24
06.12.2023;18;29
07.12.2023;20;29
08.12.2023;15;23
09.12.2023;14;19
10.12.2023;15;19
11.12.2023;13;21
12.12.2023;14;24
13.12.2023;13;28
14.12.2023;18;32
15.12.2023;18;33
16.12.2023;18;31
17.12.2023;17;27
18.12.2023;19;30
19.12.2023;17;26
20.12.2023;17;25
21.12.2023;17;26
22.12.2023;18;32
23.12.2023;17;26
24.12.2023;17;31
25.12.2023;18;29
26.12.2023;17;29
27.12.2023;16;23
28.12.2023;16;30
29.12.2023;18;32
30.12.2023;17;24
31.12.2023;16;21
01.11.2023;14;20
02.11.2023;14;18
03.11.2023;15;24
04.11.2023;10;22
05.11.2023;8;23
06.11.2023;8;22
07.11.2023;11;23
08.11.2023;13;30
09.11.2023;17;29
10.11.2023;17;22
11.11.2023;18;33
12.11.2023;18;34
13.11.2023;19;33
14.11.2023;18;24
15.11.2023;18;27
16.11.2023;20;28
17.11.2023;20;32
18.11.2023;19;32
19.11.2023;16;20
20.11.2023;14;19
21.11.2023;15;28
22.11.2023;20;29
23.11.2023;15;23
24.11.2023;14;18
25.11.2023;13;18
26.11.2023;14;20
27.11.2023;15;20
28.11.2023;17;23
29.11.2023;19;29
30.11.2023;20;31
01.10.2023;14;20
02.10.2023;13;21
03.10.2023;12;27
04.10.2023;15;20
05.10.2023;13;18
06.10.2023;14;29
07.10.2023;16;28
08.10.2023;15;18
09.10.2023;13;22
10.10.2023;13;21
11.10.2023;14;31
12.10.2023;13;18
13.10.2023;10;13
14.10.2023;11;15
15.10.2023;11;17
16.10.2023;15;28
17.10.2023;16;21
18.10.2023;12;17
19.10.2023;11;16
20.10.2023;13;19
21.10.2023;13;19
22.10.2023;13;24
23.10.2023;14;29
24.10.2023;17;28
25.10.2023;16;22
26.10.2023;14;21
27.10.2023;14;18
28.10.2023;15;22
29.10.2023;17;22
30.10.2023;18;25
31.10.2023;16;23
01.09.2023;7;24
02.09.2023;13;17
03.09.2023;14;29
04.09.2023;19;30
05.09.2023;12;20
06.09.2023;11;15
07.09.2023;13;17
08.09.2023;14;23
09.09.2023;16;20
10.09.2023;15;21
11.09.2023;14;27
12.09.2023;14;30
13.09.2023;15;29
14.09.2023;10;18
15.09.2023;10;18
16.09.2023;11;26
17.09.2023;11;31
18.09.2023;15;31
19.09.2023;16;30
20.09.2023;16;26
21.09.2023;15;29
22.09.2023;16;32
23.09.2023;15;32
24.09.2023;18;33
25.09.2023;16;22
26.09.2023;16;30
27.09.2023;16;25
28.09.2023;10;15
29.09.2023;12;17
30.09.2023;14;19
01.08.2023;7;24
02.08.2023;5;27
03.08.2023;7;25
04.08.2023;12;22
05.08.2023;9;26
06.08.2023;10;26
07.08.2023;12;28
08.08.2023;11;15
09.08.2023;11;15
10.08.2023;13;18
11.08.2023;13;17
12.08.2023;12;17
13.08.2023;9;13
14.08.2023;9;16
15.08.2023;10;21
16.08.2023;13;22
17.08.2023;15;26
18.08.2023;12;27
19.08.2023;12;19
20.08.2023;11;22
21.08.2023;12;23
22.08.2023;13;27
23.08.2023;17;30
24.08.2023;13;30
25.08.2023;9;13
26.08.2023;5;13
27.08.2023;5;13
28.08.2023;7;10
29.08.2023;8;17
30.08.2023;11;22
31.08.2023;10;24
01.07.2023;11;21
02.07.2023;11;20
03.07.2023;11;17
04.07.2023;8;18
05.07.2023;8;20
06.07.2023;7;22
07.07.2023;9;24
08.07.2023;12;20
09.07.2023;13;16
10.07.2023;14;17
11.07.2023;14;18
12.07.2023;14;23
13.07.2023;10;16
14.07.2023;5;14
15.07.2023;1;16
16.07.2023;9;21
17.07.2023;10;15
18.07.2023;9;12
19.07.2023;9;11
20.07.2023;11;16
21.07.2023;12;19
22.07.2023;12;20
23.07.2023;12;24
24.07.2023;10;25
25.07.2023;13;24
26.07.2023;10;25
27.07.2023;12;20
28.07.2023;12;19
29.07.2023;9;13
30.07.2023;8;18
31.07.2023;7;20
01.06.2023;10;20
02.06.2023;8;21
03.06.2023;11;23
04.06.2023;9;23
05.06.2023;7;21
06.06.2023;12;19
07.06.2023;9;21
08.06.2023;6;23
09.06.2023;8;23
10.06.2023;10;25
11.06.2023;15;26
12.06.2023;10;15
13.06.2023;9;11
14.06.2023;11;13
15.06.2023;11;17
16.06.2023;8;15
17.06.2023;8;14
18.06.2023;6;17
19.06.2023;5;15
20.06.2023;7;20
21.06.2023;9;22
22.06.2023;13;22
23.06.2023;12;22
24.06.2023;11;25
25.06.2023;10;26
26.06.2023;10;25
27.06.2023;8;23
28.06.2023;8;24
29.06.2023;10;14
30.06.2023;11;17
01.05.2023;13;23
02.05.2023;13;24
03.05.2023;15;25
04.05.2023;16;26
05.05.2023;17;25
06.05.2023;18;25
07.05.2023;17;26
08.05.2023;18;25
09.05.2023;16;21
10.05.2023;15;23
11.05.2023;10;20
12.05.2023;9;17
13.05.2023;9;19
14.05.2023;10;20
15.05.2023;6;22
16.05.2023;7;21
17.05.2023;9;19
18.05.2023;5;21
19.05.2023;9;23
20.05.2023;9;23
21.05.2023;9;22
22.05.2023;12;23
23.05.2023;10;24
24.05.2023;10;23
25.05.2023;12;23
26.05.2023;12;23
27.05.2023;9;24
28.05.2023;12;17
29.05.2023;12;15
30.05.2023;12;16
31.05.2023;13;18
01.04.2023;16;28
02.04.2023;12;22
03.04.2023;12;25
04.04.2023;15;27
05.04.2023;15;24
06.04.2023;16;20
07.04.2023;13;19
08.04.2023;16;20
09.04.2023;15;21
10.04.2023;15;23
11.04.2023;13;25
12.04.2023;14;27
13.04.2023;15;28
14.04.2023;17;19
15.04.2023;16;19
16.04.2023;15;23
17.04.2023;16;23
18.04.2023;13;19
19.04.2023;12;20
20.04.2023;9;19
21.04.2023;8;20
22.04.2023;12;21
23.04.2023;12;21
24.04.2023;13;22
25.04.2023;13;21
26.04.2023;15;23
27.04.2023;13;22
28.04.2023;13;19
29.04.2023;12;18
30.04.2023;14;20
01.03.2023;16;23
02.03.2023;18;29
03.03.2023;19;29
04.03.2023;19;29
05.03.2023;17;26
06.03.2023;17;26
07.03.2023;17;27
08.03.2023;19;29
09.03.2023;18;28
10.03.2023;18;25
11.03.2023;17;23
12.03.2023;17;21
13.03.2023;18;21
14.03.2023;18;22
15.03.2023;17;23
16.03.2023;15;24
17.03.2023;16;25
18.03.2023;14;27
19.03.2023;17;29
20.03.2023;19;30
21.03.2023;16;28
22.03.2023;17;27
23.03.2023;17;28
24.03.2023;19;30
25.03.2023;18;28
26.03.2023;19;29
27.03.2023;15;20
28.03.2023;13;24
29.03.2023;16;27
30.03.2023;17;28
31.03.2023;18;27
01.02.2023;19;27
02.02.2023;20;27
03.02.2023;20;26
04.02.2023;18;26
05.02.2023;18;28
06.02.2023;16;28
07.02.2023;17;28
08.02.2023;16;28
09.02.2023;16;30
10.02.2023;17;29
11.02.2023;16;25
12.02.2023;17;27
13.02.2023;17;26
14.02.2023;19;27
15.02.2023;19;26
16.02.2023;19;27
17.02.2023;19;25
18.02.2023;13;20
19.02.2023;13;16
20.02.2023;15;24
21.02.2023;18;24
22.02.2023;16;25
23.02.2023;18;25
24.02.2023;18;27
25.02.2023;18;27
26.02.2023;16;26
27.02.2023;17;24
28.02.2023;16;23
01.01.2023;17;27
02.01.2023;17;27
03.01.2023;18;27
04.01.2023;14;18
05.01.2023;13;21
06.01.2023;11;22
07.01.2023;13;21
08.01.2023;14;21
09.01.2023;14;21
10.01.2023;16;24
11.01.2023;18;25
12.01.2023;16;28
13.01.2023;17;28
14.01.2023;19;26
15.01.2023;19;28
16.01.2023;18;28
17.01.2023;19;28
18.01.2023;19;27
19.01.2023;17;26
20.01.2023;17;25
21.01.2023;17;28
22.01.2023;19;28
23.01.2023;16;28
24.01.2023;15;28
25.01.2023;17;29
26.01.2023;16;26
27.01.2023;15;28
28.01.2023;15;31
29.01.2023;18;31
30.01.2023;18;26
31.01.2023;20;25
01.12.2022;16;27
02.12.2022;8;27
03.12.2022;18;27
04.12.2022;18;27
05.12.2022;18;27
06.12.2022;18;28
07.12.2022;18;29
08.12.2022;17;30
09.12.2022;19;32
10.12.2022;18;30
11.12.2022;19;28
12.12.2022;20;28
13.12.2022;15;22
14.12.2022;13;19
15.12.2022;13;24
16.12.2022;14;25
17.12.2022;16;20
18.12.2022;15;20
19.12.2022;16;19
20.12.2022;15;19
21.12.2022;14;20
22.12.2022;13;20
23.12.2022;13;21
24.12.2022;15;21
25.12.2022;15;22
26.12.2022;17;28
27.12.2022;17;26
28.12.2022;16;27
29.12.2022;17;27
30.12.2022;14;24
31.12.2022;14;27
01.11.2022;8;13
02.11.2022;7;12
03.11.2022;8;17
04.11.2022;9;18
05.11.2022;7;18
06.11.2022;8;18
07.11.2022;7;19
08.11.2022;9;22
09.11.2022;10;25
10.11.2022;13;27
11.11.2022;15;21
12.11.2022;14;24
13.11.2022;15;25
14.11.2022;17;27
15.11.2022;14;25
16.11.2022;11;25
17.11.2022;11;24
18.11.2022;9;22
19.11.2022;11;21
20.11.2022;14;23
21.11.2022;15;27
22.11.2022;16;24
23.11.2022;16;26
24.11.2022;15;20
25.11.2022;14;21
26.11.2022;15;20
27.11.2022;16;20
28.11.2022;15;18
29.11.2022;16;21
30.11.2022;17;22
01.10.2022;12;22
02.10.2022;14;23
03.10.2022;11;18
04.10.2022;12;19
05.10.2022;12;22
06.10.2022;14;19
07.10.2022;13;21
08.10.2022;7;24
09.10.2022;11;27
10.10.2022;11;14
11.10.2022;13;23
12.10.2022;15;22
13.10.2022;15;20
14.10.2022;14;17
15.10.2022;13;16
16.10.2022;15;24
17.10.2022;15;24
18.10.2022;14;17
19.10.2022;15;26
20.10.2022;15;20
21.10.2022;15;24
22.10.2022;12;23
23.10.2022;13;25
24.10.2022;15;24
25.10.2022;13;23
26.10.2022;13;28
27.10.2022;14;30
28.10.2022;15;27
29.10.2022;16;29
30.10.2022;13;27
31.10.2022;13;22
01.09.2022;5;24
02.09.2022;11;23
03.09.2022;10;15
04.09.2022;6;11
05.09.2022;6;14
06.09.2022;11;14
07.09.2022;12;20
08.09.2022;10;27
09.09.2022;16;30
10.09.2022;11;24
11.09.2022;10;12
12.09.2022;9;13
13.09.2022;13;24
14.09.2022;11;14
15.09.2022;10;13
16.09.2022;10;15
17.09.2022;8;16
18.09.2022;10;17
19.09.2022;10;17
20.09.2022;13;24
21.09.2022;12;16
22.09.2022;12;22
23.09.2022;6;17
24.09.2022;5;19
25.09.2022;9;13
26.09.2022;11;17
27.09.2022;12;21
28.09.2022;10;14
29.09.2022;10;15
30.09.2022;11;15
01.08.2022;6;23
02.08.2022;9;26
03.08.2022;12;24
04.08.2022;10;27
05.08.2022;13;21
06.08.2022;11;14
07.08.2022;11;15
08.08.2022;13;19
09.08.2022;13;14
10.08.2022;7;13
11.08.2022;7;15
12.08.2022;10;16
13.08.2022;8;22
14.08.2022;12;25
15.08.2022;9;26
16.08.2022;14;19
17.08.2022;13;18
18.08.2022;8;17
19.08.2022;2;12
20.08.2022;3;10
21.08.2022;6;13
22.08.2022;10;15
23.08.2022;10;18
24.08.2022;6;20
25.08.2022;12;21
26.08.2022;13;26
27.08.2022;11;27
28.08.2022;11;21
29.08.2022;7;11
30.08.2022;8;12
31.08.2022;8;16
01.07.2022;4;21
02.07.2022;9;25
03.07.2022;9;26
04.07.2022;10;25
05.07.2022;9;23
06.07.2022;9;23
07.07.2022;10;25
08.07.2022;9;23
09.07.2022;13;22
10.07.2022;12;23
11.07.2022;11;23
12.07.2022;11;21
13.07.2022;11;13
14.07.2022;12;22
15.07.2022;11;25
16.07.2022;13;26
17.07.2022;11;22
18.07.2022;11;14
19.07.2022;13;23
20.07.2022;12;22
21.07.2022;12;24
22.07.2022;10;26
23.07.2022;9;25
24.07.2022;10;25
25.07.2022;10;25
26.07.2022;8;21
27.07.2022;11;22
28.07.2022;10;25
29.07.2022;8;20
30.07.2022;3;17
31.07.2022;7;20
01.06.2022;10;13
02.06.2022;11;15
03.06.2022;10;14
04.06.2022;9;15
05.06.2022;11;19
06.06.2022;13;22
07.06.2022;13;16
08.06.2022;12;18
09.06.2022;11;19
10.06.2022;11;16
11.06.2022;6;13
12.06.2022;2;14
13.06.2022;1;18
14.06.2022;7;16
15.06.2022;8;20
16.06.2022;7;24
17.06.2022;12;25
18.06.2022;9;17
19.06.2022;9;15
20.06.2022;11;18
21.06.2022;10;24
22.06.2022;13;25
23.06.2022;17;26
24.06.2022;13;25
25.06.2022;11;19
26.06.2022;9;14
27.06.2022;9;15
28.06.2022;11;22
29.06.2022;9;20
30.06.2022;3;20
01.05.2022;16;25
02.05.2022;16;23
03.05.2022;14;19
04.05.2022;12;18
05.05.2022;13;20
06.05.2022;11;20
07.05.2022;9;18
08.05.2022;9;18
09.05.2022;9;19
10.05.2022;14;20
11.05.2022;14;20
12.05.2022;9;20
13.05.2022;13;21
14.05.2022;11;19
15.05.2022;14;21
16.05.2022;9;18
17.05.2022;5;13
18.05.2022;6;13
19.05.2022;6;15
20.05.2022;1;17
21.05.2022;2;19
22.05.2022;5;19
23.05.2022;9;20
24.05.2022;9;23
25.05.2022;10;23
26.05.2022;9;23
27.05.2022;10;23
28.05.2022;12;22
29.05.2022;13;25
30.05.2022;13;17
31.05.2022;10;14
01.04.2022;11;15
02.04.2022;13;18
03.04.2022;15;21
04.04.2022;17;28
05.04.2022;15;23
06.04.2022;15;23
07.04.2022;17;23
08.04.2022;16;26
09.04.2022;16;26
10.04.2022;15;24
11.04.2022;15;21
12.04.2022;16;22
13.04.2022;16;22
14.04.2022;12;20
15.04.2022;10;20
16.04.2022;8;19
17.04.2022;12;18
18.04.2022;13;16
19.04.2022;11;22
20.04.2022;11;23
21.04.2022;13;24
22.04.2022;14;20
23.04.2022;13;21
24.04.2022;11;23
25.04.2022;11;25
26.04.2022;15;26
27.04.2022;14;28
28.04.2022;15;28
29.04.2022;13;18
30.04.2022;13;18
01.03.2022;21;29
02.03.2022;20;25
03.03.2022;20;27
04.03.2022;19;28
05.03.2022;19;29
06.03.2022;21;32
07.03.2022;19;31
08.03.2022;19;29
09.03.2022;20;27
10.03.2022;19;30
11.03.2022;19;29
12.03.2022;16;21
13.03.2022;16;20
14.03.2022;18;23
15.03.2022;18;24
16.03.2022;17;21
17.03.2022;17;26
18.03.2022;19;30
19.03.2022;18;25
20.03.2022;15;20
21.03.2022;14;20
22.03.2022;14;21
23.03.2022;13;27
24.03.2022;17;28
25.03.2022;18;24
26.03.2022;18;28
27.03.2022;15;28
28.03.2022;17;25
29.03.2022;15;27
30.03.2022;18;29
31.03.2022;11;17
01.02.2022;17;28
02.02.2022;17;28
03.02.2022;18;26
04.02.2022;20;26
05.02.2022;20;30
06.02.2022;20;28
07.02.2022;18;26
08.02.2022;16;26
09.02.2022;16;24
10.02.2022;16;25
11.02.2022;16;26
12.02.2022;16;26
13.02.2022;14;29
14.02.2022;19;31
15.02.2022;18;26
16.02.2022;17;28
17.02.2022;14;26
18.02.2022;12;25
19.02.2022;14;27
20.02.2022;16;30
21.02.2022;19;30
22.02.2022;18;30
23.02.2022;19;28
24.02.2022;20;26
25.02.2022;20;28
26.02.2022;20;29
27.02.2022;17;29
28.02.2022;20;32
01.01.2022;14;29
02.01.2022;17;30
03.01.2022;19;30
04.01.2022;19;25
05.01.2022;19;29
06.01.2022;16;22
07.01.2022;15;20
08.01.2022;15;19
09.01.2022;13;19
10.01.2022;16;21
11.01.2022;16;22
12.01.2022;17;25
13.01.2022;17;23
14.01.2022;18;27
15.01.2022;18;29
16.01.2022;17;28
17.01.2022;19;31
18.01.2022;18;30
19.01.2022;20;31
20.01.2022;20;31
21.01.2022;19;28
22.01.2022;18;31
23.01.2022;17;32
24.01.2022;18;31
25.01.2022;17;30
26.01.2022;20;32
27.01.2022;19;30
28.01.2022;15;19
29.01.2022;15;19
30.01.2022;17;22
31.01.2022;16;27
01.12.2021;15;27
02.12.2021;15;21
03.12.2021;15;22
04.12.2021;14;25
05.12.2021;16;28
06.12.2021;15;23
07.12.2021;13;18
08.12.2021;11;20
09.12.2021;12;22
10.12.2021;13;27
11.12.2021;16;30
12.12.2021;19;29
13.12.2021;17;29
14.12.2021;19;24
15.12.2021;19;27
16.12.2021;20;30
17.12.2021;18;26
18.12.2021;16;22
19.12.2021;14;23
20.12.2021;12;26
21.12.2021;16;30
22.12.2021;17;31
23.12.2021;15;23
24.12.2021;14;22
25.12.2021;12;26
26.12.2021;15;30
27.12.2021;16;28
28.12.2021;15;27
29.12.2021;16;25
30.12.2021;16;23
31.12.2021;16;23
01.11.2021;15;21
02.11.2021;15;21
03.11.2021;15;25
04.11.2021;16;25
05.11.2021;17;24
06.11.2021;16;24
07.11.2021;15;20
08.11.2021;15;21
09.11.2021;15;23
10.11.2021;14;18
11.11.2021;13;17
12.11.2021;12;18
13.11.2021;12;17
14.11.2021;11;22
15.11.2021;10;22
16.11.2021;13;27
17.11.2021;15;30
18.11.2021;16;20
19.11.2021;15;20
20.11.2021;14;21
21.11.2021;12;25
22.11.2021;10;29
23.11.2021;14;31
24.11.2021;16;22
25.11.2021;15;29
26.11.2021;18;29
27.11.2021;17;26
28.11.2021;18;29
29.11.2021;19;30
30.11.2021;16;29
01.10.2021;14;17
02.10.2021;13;19
03.10.2021;15;17
04.10.2021;13;16
