ccode,scode,country,year,un_region,un_continent,reg_id,regime_nr,change
2,USA,United States,2007,Northern America,Americas,201.0,Democracy,0.0
2,USA,United States,2008,Northern America,Americas,201.0,Democracy,0.0
2,USA,United States,2009,Northern America,Americas,201.0,Democracy,0.0
2,USA,United States,2010,Northern America,Americas,201.0,Democracy,0.0
2,USA,United States,2011,Northern America,Americas,201.0,Democracy,0.0
2,USA,United States,2012,Northern America,Americas,201.0,Democracy,0.0
20,CAN,Canada,1950,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,1951,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,1952,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,1953,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,1954,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,1955,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,1956,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,1957,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,1958,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,1959,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,1960,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,1961,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,1962,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,1963,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,1964,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,1965,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,1966,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,1967,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,1968,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,1969,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,1970,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,1971,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,1972,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,1973,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,1974,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,1975,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,1976,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,1977,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,1978,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,1979,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,1980,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,1981,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,1982,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,1983,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,1984,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,1985,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,1986,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,1987,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,1988,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,1989,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,1990,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,1991,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,1992,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,1993,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,1994,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,1995,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,1996,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,1997,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,1998,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,1999,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,2000,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,2001,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,2002,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,2003,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,2004,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,2005,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,2006,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,2007,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,2008,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,2009,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,2010,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,2011,Northern America,Americas,2001.0,Democracy,0.0
20,CAN,Canada,2012,Northern America,Americas,2001.0,Democracy,0.0
40,CUB,Cuba,1950,Caribbean,Americas,4001.0,Democracy,0.0
40,CUB,Cuba,1951,Caribbean,Americas,4001.0,Democracy,0.0
40,CUB,Cuba,1952,Caribbean,Americas,4002.0,Military,1.0
40,CUB,Cuba,1953,Caribbean,Americas,4002.0,Military,0.0
40,CUB,Cuba,1954,Caribbean,Americas,4003.0,Multiparty,0.0
40,CUB,Cuba,1955,Caribbean,Americas,4003.0,Multiparty,0.0
40,CUB,Cuba,1956,Caribbean,Americas,4003.0,Multiparty,0.0
40,CUB,Cuba,1957,Caribbean,Americas,4003.0,Multiparty,0.0
40,CUB,Cuba,1958,Caribbean,Americas,4003.0,Multiparty,0.0
40,CUB,Cuba,1959,Caribbean,Americas,4004.0,Single Party,1.0
40,CUB,Cuba,1960,Caribbean,Americas,4004.0,Single Party,0.0
40,CUB,Cuba,1961,Caribbean,Americas,4004.0,Single Party,0.0
40,CUB,Cuba,1962,Caribbean,Americas,4004.0,Single Party,0.0
40,CUB,Cuba,1963,Caribbean,Americas,4004.0,Single Party,0.0
40,CUB,Cuba,1964,Caribbean,Americas,4004.0,Single Party,0.0
40,CUB,Cuba,1965,Caribbean,Americas,4004.0,Single Party,0.0
40,CUB,Cuba,1966,Caribbean,Americas,4004.0,Single Party,0.0
40,CUB,Cuba,1967,Caribbean,Americas,4004.0,Single Party,0.0
40,CUB,Cuba,1968,Caribbean,Americas,4004.0,Single Party,0.0
40,CUB,Cuba,1969,Caribbean,Americas,4004.0,Single Party,0.0
40,CUB,Cuba,1970,Caribbean,Americas,4004.0,Single Party,0.0
40,CUB,Cuba,1971,Caribbean,Americas,4004.0,Single Party,0.0
40,CUB,Cuba,1972,Caribbean,Americas,4004.0,Single Party,0.0
40,CUB,Cuba,1973,Caribbean,Americas,4004.0,Single Party,0.0
40,CUB,Cuba,1974,Caribbean,Americas,4004.0,Single Party,0.0
40,CUB,Cuba,1975,Caribbean,Americas,4004.0,Single Party,0.0
40,CUB,Cuba,1976,Caribbean,Americas,4004.0,Single Party,0.0
40,CUB,Cuba,1977,Caribbean,Americas,4004.0,Single Party,0.0
40,CUB,Cuba,1978,Caribbean,Americas,4004.0,Single Party,0.0
40,CUB,Cuba,1979,Caribbean,Americas,4004.0,Single Party,0.0
40,CUB,Cuba,1980,Caribbean,Americas,4004.0,Single Party,0.0
40,CUB,Cuba,1981,Caribbean,Americas,4004.0,Single Party,0.0
40,CUB,Cuba,1982,Caribbean,Americas,4004.0,Single Party,0.0
40,CUB,Cuba,1983,Caribbean,Americas,4004.0,Single Party,0.0
40,CUB,Cuba,1984,Caribbean,Americas,4004.0,Single Party,0.0
40,CUB,Cuba,1985,Caribbean,Americas,4004.0,Single Party,0.0
40,CUB,Cuba,1986,Caribbean,Americas,4004.0,Single Party,0.0
40,CUB,Cuba,1987,Caribbean,Americas,4004.0,Single Party,0.0
40,CUB,Cuba,1988,Caribbean,Americas,4004.0,Single Party,0.0
40,CUB,Cuba,1989,Caribbean,Americas,4004.0,Single Party,0.0
40,CUB,Cuba,1990,Caribbean,Americas,4004.0,Single Party,0.0
40,CUB,Cuba,1991,Caribbean,Americas,4004.0,Single Party,0.0
40,CUB,Cuba,1992,Caribbean,Americas,4004.0,Single Party,0.0
40,CUB,Cuba,1993,Caribbean,Americas,4004.0,Single Party,0.0
40,CUB,Cuba,1994,Caribbean,Americas,4004.0,Single Party,0.0
40,CUB,Cuba,1995,Caribbean,Americas,4004.0,Single Party,0.0
40,CUB,Cuba,1996,Caribbean,Americas,4004.0,Single Party,0.0
40,CUB,Cuba,1997,Caribbean,Americas,4004.0,Single Party,0.0
40,CUB,Cuba,1998,Caribbean,Americas,4004.0,Single Party,0.0
40,CUB,Cuba,1999,Caribbean,Americas,4004.0,Single Party,0.0
40,CUB,Cuba,2000,Caribbean,Americas,4004.0,Single Party,0.0
40,CUB,Cuba,2001,Caribbean,Americas,4004.0,Single Party,0.0
40,CUB,Cuba,2002,Caribbean,Americas,4004.0,Single Party,0.0
40,CUB,Cuba,2003,Caribbean,Americas,4004.0,Single Party,0.0
40,CUB,Cuba,2004,Caribbean,Americas,4004.0,Single Party,0.0
40,CUB,Cuba,2005,Caribbean,Americas,4004.0,Single Party,0.0
40,CUB,Cuba,2006,Caribbean,Americas,4004.0,Single Party,0.0
40,CUB,Cuba,2007,Caribbean,Americas,4004.0,Single Party,0.0
40,CUB,Cuba,2008,Caribbean,Americas,4004.0,Single Party,0.0
40,CUB,Cuba,2009,Caribbean,Americas,4004.0,Single Party,0.0
40,CUB,Cuba,2010,Caribbean,Americas,4004.0,Single Party,0.0
40,CUB,Cuba,2011,Caribbean,Americas,4004.0,Single Party,0.0
40,CUB,Cuba,2012,Caribbean,Americas,4004.0,Single Party,0.0
41,HAI,Haiti,1950,Caribbean,Americas,4101.0,Military,1.0
41,HAI,Haiti,1951,Caribbean,Americas,4101.0,Military,0.0
41,HAI,Haiti,1952,Caribbean,Americas,4101.0,Military,0.0
41,HAI,Haiti,1953,Caribbean,Americas,4101.0,Military,0.0
41,HAI,Haiti,1954,Caribbean,Americas,4101.0,Military,0.0
41,HAI,Haiti,1955,Caribbean,Americas,4101.0,Military,0.0
41,HAI,Haiti,1956,Caribbean,Americas,4101.0,Military,0.0
41,HAI,Haiti,1957,Caribbean,Americas,4101.0,Military,0.0
41,HAI,Haiti,1958,Caribbean,Americas,4101.0,Military,0.0
41,HAI,Haiti,1959,Caribbean,Americas,4101.0,Military,0.0
41,HAI,Haiti,1960,Caribbean,Americas,4101.0,Military,0.0
41,HAI,Haiti,1961,Caribbean,Americas,4101.0,Military,0.0
41,HAI,Haiti,1962,Caribbean,Americas,4101.0,Military,0.0
41,HAI,Haiti,1963,Caribbean,Americas,4102.0,Single Party,1.0
41,HAI,Haiti,1964,Caribbean,Americas,4102.0,Single Party,0.0
41,HAI,Haiti,1965,Caribbean,Americas,4102.0,Single Party,0.0
41,HAI,Haiti,1966,Caribbean,Americas,4102.0,Single Party,0.0
41,HAI,Haiti,1967,Caribbean,Americas,4102.0,Single Party,0.0
41,HAI,Haiti,1968,Caribbean,Americas,4102.0,Single Party,0.0
41,HAI,Haiti,1969,Caribbean,Americas,4102.0,Single Party,0.0
41,HAI,Haiti,1970,Caribbean,Americas,4102.0,Single Party,0.0
41,HAI,Haiti,1971,Caribbean,Americas,4102.0,Single Party,0.0
41,HAI,Haiti,1972,Caribbean,Americas,4102.0,Single Party,0.0
41,HAI,Haiti,1973,Caribbean,Americas,4102.0,Single Party,0.0
41,HAI,Haiti,1974,Caribbean,Americas,4102.0,Single Party,0.0
41,HAI,Haiti,1975,Caribbean,Americas,4102.0,Single Party,0.0
41,HAI,Haiti,1976,Caribbean,Americas,4102.0,Single Party,0.0
41,HAI,Haiti,1977,Caribbean,Americas,4102.0,Single Party,0.0
41,HAI,Haiti,1978,Caribbean,Americas,4102.0,Single Party,0.0
41,HAI,Haiti,1979,Caribbean,Americas,4102.0,Single Party,0.0
41,HAI,Haiti,1980,Caribbean,Americas,4102.0,Single Party,0.0
41,HAI,Haiti,1981,Caribbean,Americas,4102.0,Single Party,0.0
41,HAI,Haiti,1982,Caribbean,Americas,4102.0,Single Party,0.0
41,HAI,Haiti,1983,Caribbean,Americas,4102.0,Single Party,0.0
41,HAI,Haiti,1984,Caribbean,Americas,4102.0,Single Party,0.0
41,HAI,Haiti,1985,Caribbean,Americas,4103.0,Multiparty,0.0
41,HAI,Haiti,1986,Caribbean,Americas,4104.0,Military,1.0
41,HAI,Haiti,1987,Caribbean,Americas,4104.0,Military,0.0
41,HAI,Haiti,1988,Caribbean,Americas,4104.0,Military,0.0
41,HAI,Haiti,1989,Caribbean,Americas,4104.0,Military,0.0
41,HAI,Haiti,1990,Caribbean,Americas,4105.0,Multiparty,1.0
41,HAI,Haiti,1991,Caribbean,Americas,4106.0,Military,1.0
41,HAI,Haiti,1992,Caribbean,Americas,4106.0,Military,0.0
41,HAI,Haiti,1993,Caribbean,Americas,4106.0,Military,0.0
41,HAI,Haiti,1994,Caribbean,Americas,4107.0,Multiparty,1.0
41,HAI,Haiti,1995,Caribbean,Americas,4107.0,Multiparty,0.0
41,HAI,Haiti,1996,Caribbean,Americas,4107.0,Multiparty,0.0
41,HAI,Haiti,1997,Caribbean,Americas,4107.0,Multiparty,0.0
41,HAI,Haiti,1998,Caribbean,Americas,4107.0,Multiparty,0.0
41,HAI,Haiti,1999,Caribbean,Americas,4107.0,Multiparty,0.0
41,HAI,Haiti,2000,Caribbean,Americas,4107.0,Multiparty,0.0
41,HAI,Haiti,2001,Caribbean,Americas,4107.0,Multiparty,0.0
41,HAI,Haiti,2002,Caribbean,Americas,4107.0,Multiparty,0.0
41,HAI,Haiti,2003,Caribbean,Americas,4107.0,Multiparty,0.0
41,HAI,Haiti,2004,Caribbean,Americas,4107.0,Multiparty,0.0
41,HAI,Haiti,2005,Caribbean,Americas,4107.0,Multiparty,0.0
41,HAI,Haiti,2006,Caribbean,Americas,4107.0,Multiparty,0.0
41,HAI,Haiti,2007,Caribbean,Americas,4107.0,Multiparty,0.0
41,HAI,Haiti,2008,Caribbean,Americas,4107.0,Multiparty,0.0
41,HAI,Haiti,2009,Caribbean,Americas,4107.0,Multiparty,0.0
41,HAI,Haiti,2010,Caribbean,Americas,4107.0,Multiparty,0.0
41,HAI,Haiti,2011,Caribbean,Americas,4107.0,Multiparty,0.0
41,HAI,Haiti,2012,Caribbean,Americas,4107.0,Multiparty,0.0
42,DOM,Dominican Republic,1950,Caribbean,Americas,4201.0,Military,0.0
42,DOM,Dominican Republic,1951,Caribbean,Americas,4201.0,Military,0.0
42,DOM,Dominican Republic,1952,Caribbean,Americas,4201.0,Military,0.0
42,DOM,Dominican Republic,1953,Caribbean,Americas,4201.0,Military,0.0
42,DOM,Dominican Republic,1954,Caribbean,Americas,4201.0,Military,0.0
42,DOM,Dominican Republic,1955,Caribbean,Americas,4201.0,Military,0.0
42,DOM,Dominican Republic,1956,Caribbean,Americas,4201.0,Military,0.0
42,DOM,Dominican Republic,1957,Caribbean,Americas,4201.0,Military,0.0
42,DOM,Dominican Republic,1958,Caribbean,Americas,4201.0,Military,0.0
42,DOM,Dominican Republic,1959,Caribbean,Americas,4201.0,Military,0.0
42,DOM,Dominican Republic,1960,Caribbean,Americas,4201.0,Military,0.0
42,DOM,Dominican Republic,1961,Caribbean,Americas,4202.0,Single Party,1.0
42,DOM,Dominican Republic,1962,Caribbean,Americas,4203.0,Multiparty,1.0
42,DOM,Dominican Republic,1963,Caribbean,Americas,4204.0,Military,1.0
42,DOM,Dominican Republic,1964,Caribbean,Americas,4204.0,Military,0.0
42,DOM,Dominican Republic,1965,Caribbean,Americas,4204.0,Military,0.0
42,DOM,Dominican Republic,1966,Caribbean,Americas,4205.0,Multiparty,1.0
42,DOM,Dominican Republic,1967,Caribbean,Americas,4205.0,Multiparty,0.0
42,DOM,Dominican Republic,1968,Caribbean,Americas,4205.0,Multiparty,0.0
42,DOM,Dominican Republic,1969,Caribbean,Americas,4205.0,Multiparty,0.0
42,DOM,Dominican Republic,1970,Caribbean,Americas,4205.0,Multiparty,0.0
42,DOM,Dominican Republic,1971,Caribbean,Americas,4205.0,Multiparty,0.0
42,DOM,Dominican Republic,1972,Caribbean,Americas,4205.0,Multiparty,0.0
42,DOM,Dominican Republic,1973,Caribbean,Americas,4205.0,Multiparty,0.0
42,DOM,Dominican Republic,1974,Caribbean,Americas,4205.0,Multiparty,0.0
42,DOM,Dominican Republic,1975,Caribbean,Americas,4205.0,Multiparty,0.0
42,DOM,Dominican Republic,1976,Caribbean,Americas,4205.0,Multiparty,0.0
42,DOM,Dominican Republic,1977,Caribbean,Americas,4205.0,Multiparty,0.0
42,DOM,Dominican Republic,1978,Caribbean,Americas,4206.0,Democracy,1.0
42,DOM,Dominican Republic,1979,Caribbean,Americas,4206.0,Democracy,0.0
42,DOM,Dominican Republic,1980,Caribbean,Americas,4206.0,Democracy,0.0
42,DOM,Dominican Republic,1981,Caribbean,Americas,4206.0,Democracy,0.0
42,DOM,Dominican Republic,1982,Caribbean,Americas,4206.0,Democracy,0.0
42,DOM,Dominican Republic,1983,Caribbean,Americas,4206.0,Democracy,0.0
42,DOM,Dominican Republic,1984,Caribbean,Americas,4206.0,Democracy,0.0
42,DOM,Dominican Republic,1985,Caribbean,Americas,4206.0,Democracy,0.0
42,DOM,Dominican Republic,1986,Caribbean,Americas,4206.0,Democracy,0.0
42,DOM,Dominican Republic,1987,Caribbean,Americas,4206.0,Democracy,0.0
42,DOM,Dominican Republic,1988,Caribbean,Americas,4206.0,Democracy,0.0
42,DOM,Dominican Republic,1989,Caribbean,Americas,4206.0,Democracy,0.0
42,DOM,Dominican Republic,1990,Caribbean,Americas,4206.0,Democracy,0.0
42,DOM,Dominican Republic,1991,Caribbean,Americas,4206.0,Democracy,0.0
42,DOM,Dominican Republic,1992,Caribbean,Americas,4206.0,Democracy,0.0
42,DOM,Dominican Republic,1993,Caribbean,Americas,4206.0,Democracy,0.0
42,DOM,Dominican Republic,1994,Caribbean,Americas,4206.0,Democracy,0.0
42,DOM,Dominican Republic,1995,Caribbean,Americas,4206.0,Democracy,0.0
42,DOM,Dominican Republic,1996,Caribbean,Americas,4206.0,Democracy,0.0
42,DOM,Dominican Republic,1997,Caribbean,Americas,4206.0,Democracy,0.0
42,DOM,Dominican Republic,1998,Caribbean,Americas,4206.0,Democracy,0.0
42,DOM,Dominican Republic,1999,Caribbean,Americas,4206.0,Democracy,0.0
42,DOM,Dominican Republic,2000,Caribbean,Americas,4206.0,Democracy,0.0
42,DOM,Dominican Republic,2001,Caribbean,Americas,4206.0,Democracy,0.0
42,DOM,Dominican Republic,2002,Caribbean,Americas,4206.0,Democracy,0.0
42,DOM,Dominican Republic,2003,Caribbean,Americas,4206.0,Democracy,0.0
42,DOM,Dominican Republic,2004,Caribbean,Americas,4206.0,Democracy,0.0
42,DOM,Dominican Republic,2005,Caribbean,Americas,4206.0,Democracy,0.0
42,DOM,Dominican Republic,2006,Caribbean,Americas,4206.0,Democracy,0.0
42,DOM,Dominican Republic,2007,Caribbean,Americas,4206.0,Democracy,0.0
42,DOM,Dominican Republic,2008,Caribbean,Americas,4206.0,Democracy,0.0
42,DOM,Dominican Republic,2009,Caribbean,Americas,4206.0,Democracy,0.0
42,DOM,Dominican Republic,2010,Caribbean,Americas,4206.0,Democracy,0.0
42,DOM,Dominican Republic,2011,Caribbean,Americas,4206.0,Democracy,0.0
42,DOM,Dominican Republic,2012,Caribbean,Americas,4206.0,Democracy,0.0
51,JAM,Jamaica,1962,Caribbean,Americas,5101.0,Democracy,1.0
51,JAM,Jamaica,1963,Caribbean,Americas,5101.0,Democracy,0.0
51,JAM,Jamaica,1964,Caribbean,Americas,5101.0,Democracy,0.0
51,JAM,Jamaica,1965,Caribbean,Americas,5101.0,Democracy,0.0
51,JAM,Jamaica,1966,Caribbean,Americas,5101.0,Democracy,0.0
51,JAM,Jamaica,1967,Caribbean,Americas,5101.0,Democracy,0.0
51,JAM,Jamaica,1968,Caribbean,Americas,5101.0,Democracy,0.0
51,JAM,Jamaica,1969,Caribbean,Americas,5101.0,Democracy,0.0
51,JAM,Jamaica,1970,Caribbean,Americas,5101.0,Democracy,0.0
51,JAM,Jamaica,1971,Caribbean,Americas,5101.0,Democracy,0.0
51,JAM,Jamaica,1972,Caribbean,Americas,5101.0,Democracy,0.0
51,JAM,Jamaica,1973,Caribbean,Americas,5101.0,Democracy,0.0
51,JAM,Jamaica,1974,Caribbean,Americas,5101.0,Democracy,0.0
51,JAM,Jamaica,1975,Caribbean,Americas,5101.0,Democracy,0.0
51,JAM,Jamaica,1976,Caribbean,Americas,5101.0,Democracy,0.0
51,JAM,Jamaica,1977,Caribbean,Americas,5101.0,Democracy,0.0
51,JAM,Jamaica,1978,Caribbean,Americas,5101.0,Democracy,0.0
51,JAM,Jamaica,1979,Caribbean,Americas,5101.0,Democracy,0.0
51,JAM,Jamaica,1980,Caribbean,Americas,5101.0,Democracy,0.0
51,JAM,Jamaica,1981,Caribbean,Americas,5101.0,Democracy,0.0
51,JAM,Jamaica,1982,Caribbean,Americas,5101.0,Democracy,0.0
51,JAM,Jamaica,1983,Caribbean,Americas,5101.0,Democracy,0.0
51,JAM,Jamaica,1984,Caribbean,Americas,5101.0,Democracy,0.0
51,JAM,Jamaica,1985,Caribbean,Americas,5101.0,Democracy,0.0
51,JAM,Jamaica,1986,Caribbean,Americas,5101.0,Democracy,0.0
51,JAM,Jamaica,1987,Caribbean,Americas,5101.0,Democracy,0.0
51,JAM,Jamaica,1988,Caribbean,Americas,5101.0,Democracy,0.0
51,JAM,Jamaica,1989,Caribbean,Americas,5101.0,Democracy,0.0
51,JAM,Jamaica,1990,Caribbean,Americas,5101.0,Democracy,0.0
51,JAM,Jamaica,1991,Caribbean,Americas,5101.0,Democracy,0.0
51,JAM,Jamaica,1992,Caribbean,Americas,5101.0,Democracy,0.0
51,JAM,Jamaica,1993,Caribbean,Americas,5101.0,Democracy,0.0
51,JAM,Jamaica,1994,Caribbean,Americas,5101.0,Democracy,0.0
51,JAM,Jamaica,1995,Caribbean,Americas,5101.0,Democracy,0.0
51,JAM,Jamaica,1996,Caribbean,Americas,5101.0,Democracy,0.0
51,JAM,Jamaica,1997,Caribbean,Americas,5101.0,Democracy,0.0
51,JAM,Jamaica,1998,Caribbean,Americas,5101.0,Democracy,0.0
51,JAM,Jamaica,1999,Caribbean,Americas,5101.0,Democracy,0.0
51,JAM,Jamaica,2000,Caribbean,Americas,5101.0,Democracy,0.0
51,JAM,Jamaica,2001,Caribbean,Americas,5101.0,Democracy,0.0
51,JAM,Jamaica,2002,Caribbean,Americas,5101.0,Democracy,0.0
51,JAM,Jamaica,2003,Caribbean,Americas,5101.0,Democracy,0.0
51,JAM,Jamaica,2004,Caribbean,Americas,5101.0,Democracy,0.0
51,JAM,Jamaica,2005,Caribbean,Americas,5101.0,Democracy,0.0
51,JAM,Jamaica,2006,Caribbean,Americas,5101.0,Democracy,0.0
51,JAM,Jamaica,2007,Caribbean,Americas,5101.0,Democracy,0.0
51,JAM,Jamaica,2008,Caribbean,Americas,5101.0,Democracy,0.0
51,JAM,Jamaica,2009,Caribbean,Americas,5101.0,Democracy,0.0
51,JAM,Jamaica,2010,Caribbean,Americas,5101.0,Democracy,0.0
51,JAM,Jamaica,2011,Caribbean,Americas,5101.0,Democracy,0.0
51,JAM,Jamaica,2012,Caribbean,Americas,5101.0,Democracy,0.0
52,TRI,Trinidad and Tobago,1962,Caribbean,Americas,5201.0,Democracy,1.0
52,TRI,Trinidad and Tobago,1963,Caribbean,Americas,5201.0,Democracy,0.0
52,TRI,Trinidad and Tobago,1964,Caribbean,Americas,5201.0,Democracy,0.0
52,TRI,Trinidad and Tobago,1965,Caribbean,Americas,5201.0,Democracy,0.0
52,TRI,Trinidad and Tobago,1966,Caribbean,Americas,5201.0,Democracy,0.0
